type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
now-cast,Nebraska,8/12/16,9/1/16,Ipsos,A-,127,lv,0.0016141,37.84,44.65,,,37.06549,44.23305,,,http://www.reuters.com/statesofthenation,45301,69682,9/4/16
now-cast,Florida,9/9/16,9/15/16,Ipsos,A-,722,lv,0.0016123,46.33,49.84,,,47.16943,49.62534,,,http://www.reuters.com/statesofthenation/,45839,71603,9/16/16
now-cast,Ohio,9/14/16,9/20/16,Google Consumer Surveys,B,846,lv,0.0016092,33.76,32.71,7.79,,41.38019,39.33084,4.456859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45983,71870,9/22/16
now-cast,U.S.,6/16/16,6/19/16,CNN/Opinion Research Corp.,A-,891,rv,0.0016018,42,38,9,,45.2657,40.57286,4.971985,,http://i2.cdn.turner.com/cnn/2016/images/06/21/rel7b.-.2016.general.pdf,44371,67282,6/21/16
now-cast,Colorado,9/7/16,9/13/16,Google Consumer Surveys,B,603,lv,0.001598,36.23,28.93,12.02,,44.134,36.01708,8.437012,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45747,71431,9/14/16
now-cast,Ohio,9/9/16,9/15/16,Ipsos,A-,450,lv,0.0015972,47.21,43.52,,,47.31892,42.5663,,,http://www.reuters.com/statesofthenation/,45863,71627,9/16/16
now-cast,Kentucky,8/31/16,9/6/16,Google Consumer Surveys,B,405,lv,0.0015946,29.48,40.03,8.5,,37.20947,47.42464,4.624892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45456,70774,9/9/16
now-cast,Oregon,8/19/16,9/8/16,Ipsos,A-,472,lv,0.001593,46.76,35.01,,,46.96918,34.90187,,,http://www.reuters.com/statesofthenation/,45674,71243,9/10/16
now-cast,Mississippi,8/5/16,8/25/16,Ipsos,A-,161,lv,0.0015869,36.54,53.49,,,36.61022,54.35917,,,http://www.reuters.com/statesofthenation,45018,69071,8/26/16
now-cast,New York,4/4/16,4/7/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1403,lv,0.0015859,53,37,,,52.92888,37.99616,,,http://www.foxnews.com/politics/2016/04/10/fox-news-poll-trump-clinton-rule-empire-state.html,36711,62668,4/24/16
now-cast,California,9/2/16,9/8/16,Ipsos,A-,751,lv,0.0015799,59.58,32.19,,,60.17716,32.14051,,,http://www.reuters.com/statesofthenation/,45644,71213,9/10/16
now-cast,Oklahoma,5/2/16,5/4/16,Cole Hargrave Snodgrass & Associates,B,500,rv,0.0015739,28,48,6,,31.29962,52.31216,2.401575,,http://newsok.com/article/5498100,44088,65969,5/20/16
now-cast,U.S.,7/30/16,8/1/16,YouGov,B,1069,rv,0.0015671,41,36,8,,44.35466,39.92691,6.106221,,https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/,44743,68413,8/1/16
now-cast,North Dakota,8/17/16,8/23/16,Google Consumer Surveys,B,62,lv,0.0015599,20.62,41.81,15.45,,28.32337,50.27041,11.56122,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45568,70953,9/9/16
now-cast,U.S.,9/7/16,9/13/16,Google Consumer Surveys,B,22726,lv,0.0015386,34.67,34.09,8.39,,42.40599,41.07193,4.807011,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45741,71425,9/14/16
now-cast,District of Columbia,8/17/16,8/23/16,Google Consumer Surveys,B,58,lv,0.0015301,54.01,22.16,8.12,,61.97461,30.92504,4.231217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45685,71254,9/10/16
now-cast,Wisconsin,8/26/16,9/8/16,Ipsos,A-,523,lv,0.001519,38.43,39.67,,,38.52029,39.24649,,,http://www.reuters.com/statesofthenation/,45683,71252,9/10/16
now-cast,Idaho,8/24/16,8/30/16,Google Consumer Surveys,B,168,lv,0.0015133,25.17,35.94,10.36,,32.9754,43.82418,6.464056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45502,70820,9/9/16
now-cast,Florida,5/31/16,6/2/16,"Mason-Dixon Polling & Research, Inc.",B+,625,lv,0.0015128,45,42,6,,46.62627,44.27896,3.073074,,http://www.realclearpolitics.com/docs/2016/Mason_Dixon_FL_June_2016.pdf,44188,66151,6/3/16
now-cast,New Hampshire,8/17/16,8/23/16,Google Consumer Surveys,B,80,lv,0.0015116,45.34,28.86,8.74,,53.23962,37.54926,4.851217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45570,70955,9/9/16
now-cast,Texas,9/14/16,9/20/16,Google Consumer Surveys,B,1046,lv,0.0015094,28.94,42.35,7.62,,36.48474,48.9317,4.286859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45991,71878,9/22/16
now-cast,West Virginia,7/29/16,8/18/16,Ipsos,A-,183,lv,0.0015072,38.93,48.45,,,38.66787,49.40047,,,http://www.reuters.com/statesofthenation,44981,69014,8/24/16
now-cast,U.S.,9/21/16,9/27/16,USC Dornsife/LA Times,,2673,lv,0.0015045,42.62,46.7,,,45.0417,43.18071,,,http://latimes.com/politics/,46168,72218,9/28/16
now-cast,Indiana,8/19/16,9/1/16,Ipsos,A-,303,lv,0.0015035,32.08,55.66,,,30.6911,54.25323,,,http://www.reuters.com/statesofthenation,45289,69670,9/4/16
now-cast,U.S.,9/9/16,9/15/16,CVOTER International,C+,1229,lv,0.0014889,47.01,47.62,,,46.15786,43.49045,,,http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/,45876,71640,9/17/16
now-cast,Connecticut,8/31/16,9/6/16,Google Consumer Surveys,B,310,lv,0.0014809,38.56,26.41,10.42,,46.58938,34.03699,6.544892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45446,70764,9/9/16
now-cast,Kansas,8/12/16,9/1/16,Ipsos,A-,254,lv,0.001479,37.02,52.45,,,35.64399,51.43439,,,http://www.reuters.com/statesofthenation,45291,69672,9/4/16
now-cast,Illinois,9/14/16,9/20/16,Google Consumer Surveys,B,1027,lv,0.0014711,39.01,29.4,8.12,,46.60273,36.0066,4.786859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45962,71849,9/22/16
now-cast,Idaho,8/5/16,8/25/16,Ipsos,A-,144,lv,0.0014632,29.2,49.24,,,27.50072,48.50628,,,http://www.reuters.com/statesofthenation,45006,69059,8/26/16
now-cast,Mississippi,8/24/16,8/30/16,Google Consumer Surveys,B,253,lv,0.0014581,25.24,47.98,7.23,,32.49244,55.35301,3.334056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45515,70900,9/9/16
now-cast,Iowa,8/12/16,9/1/16,Ipsos,A-,282,lv,0.0014569,41.18,44.18,,,40.86475,44.23125,,,http://www.reuters.com/statesofthenation,45290,69671,9/4/16
now-cast,Michigan,9/2/16,9/15/16,Ipsos,A-,644,lv,0.0014443,43.63,43.84,,,43.43237,42.74073,,,http://www.reuters.com/statesofthenation/,45851,71615,9/16/16
now-cast,Florida,9/14/16,9/20/16,Google Consumer Surveys,B,1125,lv,0.0014306,30.25,43.12,8.07,,37.8504,49.73057,4.736858,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45957,71844,9/22/16
now-cast,Delaware,8/17/16,8/23/16,Google Consumer Surveys,B,101,lv,0.0014301,35.71,23.01,9.96,,43.1142,31.12157,6.071217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45548,70933,9/9/16
now-cast,Tennessee,8/19/16,9/1/16,Ipsos,A-,401,lv,0.0014169,31.48,49.44,,,31.5708,49.51138,,,http://www.reuters.com/statesofthenation,45312,69693,9/4/16
now-cast,U.S.,9/8/16,9/14/16,CVOTER International,C+,1265,lv,0.001416,46.8,47.77,,,45.95045,43.69707,,,http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/,45821,71552,9/16/16
now-cast,Oregon,5/6/16,5/9/16,"Davis, Hibbitts & Midghall, Inc.",B,901,lv,0.0014084,43,32,,,44.16148,33.35848,,,http://www.opb.org/news/series/election-2016/bernie-sanders-hillary-clinton-donald-trump-oregon-poll/,44051,65738,5/11/16
now-cast,Oklahoma,8/12/16,9/1/16,Ipsos,A-,288,lv,0.0014059,36.51,48.41,,,35.52434,47.76479,,,http://www.reuters.com/statesofthenation,45308,69689,9/4/16
now-cast,Missouri,9/7/16,9/13/16,Google Consumer Surveys,B,636,lv,0.0014053,34.37,33.32,8.64,,42.02345,40.25027,5.057011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45766,71450,9/14/16
now-cast,Mississippi,7/29/16,8/18/16,Ipsos,A-,214,lv,0.001403,38.33,51.86,,,38.35149,52.8928,,,http://www.reuters.com/statesofthenation,44961,68994,8/24/16
now-cast,West Virginia,8/17/16,8/23/16,Google Consumer Surveys,B,107,lv,0.0013944,25.72,47.13,5.89,,33.22442,55.35843,2.001217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45589,70974,9/9/16
now-cast,U.S.,9/20/16,9/26/16,USC Dornsife/LA Times,,2690,lv,0.0013853,42.74,46.16,,,45.26215,42.59629,,,http://latimes.com/politics/,46162,72172,9/27/16
now-cast,Missouri,8/19/16,9/1/16,Ipsos,A-,297,lv,0.001379,35.46,50.78,,,35.19113,50.49183,,,http://www.reuters.com/statesofthenation,45300,69681,9/4/16
now-cast,Michigan,9/7/16,9/13/16,Google Consumer Surveys,B,681,lv,0.0013754,34.61,31.05,6.86,,42.37305,38.04886,3.277011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45764,71448,9/14/16
now-cast,Arkansas,8/24/16,8/30/16,Google Consumer Surveys,B,179,lv,0.0013596,31.74,42.42,4.77,,39.35038,50.12389,0.874056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45492,70810,9/9/16
now-cast,Rhode Island,8/10/16,8/16/16,Google Consumer Surveys,B,72,lv,0.0013588,34.17,27.03,10.2,,41.84064,36.11364,6.403758,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45629,71014,9/9/16
now-cast,New York,4/7/16,4/10/16,Public Policy Polling,B+,1403,v,0.0013519,55,35,,,54.06739,36.33356,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NY_41216.pdf,36742,62678,4/24/16
now-cast,U.S.,8/29/16,8/30/16,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0013515,39,40,7,,42.60894,42.24294,3.627144,,http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,45257,69601,9/1/16
now-cast,Indiana,9/7/16,9/13/16,Google Consumer Surveys,B,667,lv,0.0013467,30.92,31.52,11.13,,38.54044,38.42961,7.547011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45757,71441,9/14/16
now-cast,Maryland,4/15/16,4/17/16,Public Policy Polling,B+,879,v,0.0013389,61,28,,,59.81892,28.75717,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_MD_41916.pdf,42190,60249,4/20/16
now-cast,Louisiana,8/12/16,9/1/16,Ipsos,A-,333,lv,0.0013331,36.85,56.69,,,37.05542,57.21918,,,http://www.reuters.com/statesofthenation,45293,69674,9/4/16
now-cast,Maryland,8/31/16,9/6/16,Google Consumer Surveys,B,447,lv,0.0013257,46.95,23.56,7.1,,54.63922,30.92346,3.224892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45459,70777,9/9/16
now-cast,Alabama,8/12/16,9/1/16,Ipsos,A-,367,lv,0.0013237,39.39,51.54,,,39.39179,51.8598,,,http://www.reuters.com/statesofthenation,45279,69660,9/4/16
now-cast,New York,9/14/16,9/20/16,Google Consumer Surveys,B,844,lv,0.0013151,41.56,28.23,6.76,,49.21695,34.8699,3.426859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45982,71869,9/22/16
now-cast,South Carolina,8/31/16,9/6/16,Google Consumer Surveys,B,354,lv,0.0013129,30.31,40.17,8.14,,37.7894,47.37092,4.264893,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45479,70797,9/9/16
now-cast,U.S.,8/24/16,8/26/16,Morning Consult,,2007,rv,0.0013082,39,37,8,,44.33522,43.0525,2.477203,,https://morningconsult.com/2016/08/28/trump-gains-ground-clinton-black-voters-still-wary/,45040,69094,8/28/16
now-cast,Virginia,9/7/16,9/13/16,Google Consumer Surveys,B,560,lv,0.0013071,37.17,31.32,8.57,,44.8112,38.2426,4.98701,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45787,71471,9/14/16
now-cast,U.S.,8/21/16,8/25/16,Ipsos,A-,1154,lv,0.001306,39.3,36.4,6.5,,41.62555,38.98215,3.529956,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44994,69030,8/26/16
now-cast,Connecticut,8/12/16,9/1/16,Ipsos,A-,358,lv,0.0013036,47.04,39.13,,,47.33152,39.79343,,,http://www.reuters.com/statesofthenation,45284,69665,9/4/16
now-cast,Kentucky,8/12/16,9/1/16,Ipsos,A-,404,lv,0.001297,41.76,46.34,,,41.3868,46.3123,,,http://www.reuters.com/statesofthenation,45292,69673,9/4/16
now-cast,North Carolina,9/7/16,9/13/16,Google Consumer Surveys,B,779,lv,0.0012954,32.64,37.88,7.64,,40.16909,44.73244,4.057011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45769,71453,9/14/16
now-cast,Montana,8/24/16,8/30/16,Google Consumer Surveys,B,128,lv,0.0012943,32.36,33.33,8.52,,40.23786,41.28116,4.624056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45516,70901,9/9/16
now-cast,U.S.,9/7/16,9/13/16,CVOTER International,C+,1245,lv,0.0012882,47.05,47.93,,,46.20439,43.92009,,,http://www.upi.com/Top_News/US/2016/09/15/UPICVoter-poll-Donald-Trump-Hillary-Clinton-pull-back-into-virtual-tie/7631473884538/,45804,71507,9/15/16
now-cast,U.S.,9/19/16,9/25/16,USC Dornsife/LA Times,,2726,lv,0.0012854,42.42,46.3,,,45.01028,42.72078,,,http://latimes.com/politics/,46034,71996,9/26/16
now-cast,North Dakota,8/10/16,8/16/16,Google Consumer Surveys,B,78,lv,0.0012828,22.03,43.01,6.94,,29.46647,51.7641,3.143758,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45618,71003,9/9/16
now-cast,Arizona,9/7/16,9/13/16,Google Consumer Surveys,B,601,lv,0.0012809,33.95,34.56,10.58,,41.7487,41.58118,6.997011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45745,71429,9/14/16
now-cast,South Dakota,8/17/16,8/23/16,Google Consumer Surveys,B,72,lv,0.0012748,33.23,25.56,13.39,,40.78761,33.85044,9.501218,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45581,70966,9/9/16
now-cast,Idaho,7/29/16,8/18/16,Ipsos,A-,186,lv,0.0012735,30.39,44.22,,,28.60895,43.66741,,,http://www.reuters.com/statesofthenation,44949,68982,8/24/16
now-cast,Washington,8/19/16,9/1/16,Ipsos,A-,404,lv,0.0012714,45.38,35.41,,,45.34296,35.33964,,,http://www.reuters.com/statesofthenation,45316,69697,9/4/16
now-cast,New Jersey,9/7/16,9/13/16,Google Consumer Surveys,B,729,lv,0.0012693,36.27,33.98,6.34,,44.08732,41.01283,2.757011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45773,71457,9/14/16
now-cast,U.S.,9/28/16,9/30/16,The Times-Picayune/Lucid,,1191,lv,0.0012632,46,36,7,,47.91747,39.13297,3.612767,,https://luc.id/2016-presidential-tracker/,46334,72460,10/3/16
now-cast,Oregon,8/31/16,9/6/16,Google Consumer Surveys,B,418,lv,0.0012554,38.78,28.36,8.53,,46.78641,35.96919,4.654892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45476,70794,9/9/16
now-cast,Iowa,8/31/16,9/6/16,Google Consumer Surveys,B,402,lv,0.0012541,36.29,30.31,10.4,,44.25806,37.88948,6.524892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45451,70769,9/9/16
now-cast,Maine,8/5/16,8/25/16,Ipsos,A-,176,lv,0.0012507,38.78,39.83,,,37.97193,40.07249,,,http://www.reuters.com/statesofthenation,45013,69066,8/26/16
now-cast,Oklahoma,8/24/16,8/30/16,Google Consumer Surveys,B,244,lv,0.0012498,28.72,37.06,12.77,,36.28603,44.7229,8.874057,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45526,70911,9/9/16
now-cast,South Carolina,8/5/16,8/25/16,Ipsos,A-,302,lv,0.0012478,45.82,45.72,,,45.65795,46.39552,,,http://www.reuters.com/statesofthenation,45030,69083,8/26/16
now-cast,California,9/14/16,9/20/16,Google Consumer Surveys,B,1374,lv,0.0012464,46.39,28.05,6.88,,54.05147,34.69225,3.546859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45951,71838,9/22/16
now-cast,Maine,8/10/16,8/16/16,Google Consumer Surveys,B,121,lv,0.0012434,45.25,17.56,5.47,,52.77137,26.43358,1.673758,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45611,70996,9/9/16
now-cast,Florida,6/11/16,6/20/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,0.0012433,49,38,9,,50.65264,41.2986,4.838778,,http://www.wvwvaf.org/wp-content/uploads/2016/06/Dcorps_WV_BG_06.30.16_for-release.pdf,44529,67607,6/30/16
now-cast,U.S.,9/27/16,9/29/16,The Times-Picayune/Lucid,,1251,lv,0.0012221,45,35,8,,47.05941,38.06467,4.54676,,http://www.nola.com/politics/index.ssf/page/president_poll_daily_tracker.html,46309,72462,10/3/16
now-cast,U.S.,8/15/16,8/15/16,Gravis Marketing,B-,1143,rv,0.0012213,46,42,8,,48.41104,44.38163,4.969517,,http://projects.fivethirtyeight.com/polls/20160817_US_1.pdf,44898,68873,8/19/16
now-cast,U.S.,8/20/16,8/24/16,Ipsos,A-,1150,lv,0.0012198,38.8,36.1,7.1,,41.08784,38.7393,4.132333,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44995,69031,8/26/16
now-cast,U.S.,6/11/16,6/13/16,NBC News/Wall Street Journal,A-,801,rv,0.0012178,40,35,,,41.33752,38.29261,,,http://big.assets.huffingtonpost.com/FI11825b.pdf,44367,67259,6/20/16
now-cast,U.S.,6/9/16,6/13/16,CBS News/New York Times,A-,1048,rv,0.0012127,39,32,11,,43.27317,36.59737,6.107809,,https://www.scribd.com/doc/315840399/Toplines-CBS-News-poll-Clinton-Trump,44345,66994,6/16/16
now-cast,U.S.,9/25/16,9/27/16,The Times-Picayune/Lucid,,1449,lv,0.0011956,43,38,8,,45.3463,40.92807,4.459337,,https://luc.id/2016-presidential-tracker/,46173,72232,9/28/16
now-cast,Tennessee,8/31/16,9/6/16,Google Consumer Surveys,B,509,lv,0.0011952,30.55,43.66,8.87,,38.26579,51.04405,4.994892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45481,70799,9/9/16
now-cast,Nebraska,8/5/16,8/25/16,Ipsos,A-,136,lv,0.0011939,45.02,41.5,,,44.07814,41.50777,,,http://www.reuters.com/statesofthenation,45020,69073,8/26/16
now-cast,Alaska,8/10/16,8/16/16,Google Consumer Surveys,B,88,lv,0.0011935,31.73,28.39,10.88,,39.1022,37.05365,7.083758,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45591,70976,9/9/16
now-cast,Pennsylvania,9/2/16,9/8/16,Ipsos,A-,422,lv,0.0011876,49.12,44.29,,,49.33659,43.90041,,,http://www.reuters.com/statesofthenation/,45675,71244,9/10/16
now-cast,Arizona,6/20/16,6/20/16,MBQF,C+,1060,lv,0.001187,46.5,42.2,,,45.84779,42.70984,,,http://email.connectstrategic.com/t/j-2A45CA0283AA87B8,44392,67341,6/22/16
now-cast,Georgia,8/19/16,9/1/16,Ipsos,A-,525,lv,0.0011852,41.1,47.01,,,40.55379,46.45483,,,http://www.reuters.com/statesofthenation,45286,69667,9/4/16
now-cast,Minnesota,8/19/16,9/1/16,Ipsos,A-,457,lv,0.0011844,41.97,32.95,,,41.6708,32.6223,,,http://www.reuters.com/statesofthenation,45298,69679,9/4/16
now-cast,U.S.,9/6/16,9/12/16,CVOTER International,C+,1232,lv,0.0011795,45.72,48.9,,,44.87537,44.95056,,,https://www.documentcloud.org/documents/3107245-UPI-CVoter-12-Sept-2016.html,45794,71478,9/14/16
now-cast,Arkansas,8/5/16,8/25/16,Ipsos,A-,250,lv,0.0011767,39.49,47.65,,,39.29266,48.35945,,,http://www.reuters.com/statesofthenation,45000,69053,8/26/16
now-cast,U.S.,9/26/16,9/28/16,The Times-Picayune/Lucid,,1303,lv,0.0011711,42,37,8,,44.19833,39.99965,4.506309,,https://luc.id/2016-presidential-tracker/,46296,72461,10/3/16
now-cast,U.S.,6/7/16,7/5/16,Pew Research Center,B+,3834,rv,0.0011678,51,45,,,51.3433,46.2137,,,http://www.people-press.org/files/2016/08/08-03-2016-Campaign-convos-release.pdf,45925,71772,9/21/16
now-cast,Wyoming,8/10/16,8/16/16,Google Consumer Surveys,B,66,lv,0.0011503,21.98,40.77,14.71,,29.27899,49.33064,10.91376,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45640,71025,9/9/16
now-cast,Nevada,8/12/16,9/1/16,Ipsos,A-,225,lv,0.0011469,42.89,34.94,,,42.29448,34.69647,,,http://www.reuters.com/statesofthenation,45302,69683,9/4/16
now-cast,New Hampshire,8/5/16,8/25/16,Ipsos,A-,133,lv,0.001146,33.7,47.86,,,32.66613,47.91063,,,http://www.reuters.com/statesofthenation,45022,69075,8/26/16
now-cast,U.S.,9/18/16,9/24/16,USC Dornsife/LA Times,,2640,lv,0.0011415,42.27,46.4,,,44.92955,42.7939,,,http://latimes.com/politics/,46021,71970,9/25/16
now-cast,Louisiana,8/24/16,8/30/16,Google Consumer Surveys,B,294,lv,0.0011414,23.53,49.56,7.08,,30.91398,57.05461,3.184056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45507,70825,9/9/16
now-cast,U.S.,8/19/16,8/23/16,Ipsos,A-,1133,lv,0.0011269,40.4,34.5,6.5,,42.65738,37.19379,3.537686,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,44996,69032,8/26/16
now-cast,U.S.,9/24/16,9/26/16,The Times-Picayune/Lucid,,1489,lv,0.0011257,43,39,7,,45.49157,41.84938,3.433707,,https://luc.id/2016-presidential-tracker/,46227,72286,9/28/16
now-cast,U.S.,9/5/16,9/11/16,CVOTER International,C+,1260,lv,0.0011167,45.78,48.73,,,44.93872,44.84088,,,http://www.upi.com/Top_News/US/2016/09/12/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-3-points/1571473691414/,45710,71318,9/12/16
now-cast,Pennsylvania,9/7/16,9/13/16,Google Consumer Surveys,B,831,lv,0.0011146,33.59,36.18,9.24,,41.20955,43.08905,5.657011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45780,71464,9/14/16
now-cast,Nebraska,7/29/16,8/18/16,Ipsos,A-,185,lv,0.0011061,34.72,49.39,,,33.69952,49.57724,,,http://www.reuters.com/statesofthenation,44964,68997,8/24/16
now-cast,U.S.,6/10/16,6/16/16,Saint Leo University,C+,930,lv,0.0011018,40.6,33,10.7,,42.0708,38.24082,6.825369,,http://polls.saintleo.edu/clinton-so-far-the-preference-in-national-polling-results/,44413,67394,6/26/16
now-cast,South Dakota,8/10/16,8/16/16,Google Consumer Surveys,B,95,lv,0.0010995,24.68,34.67,9.34,,31.98473,43.2387,5.543758,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45631,71016,9/9/16
now-cast,Alabama,8/31/16,9/6/16,Google Consumer Surveys,B,358,lv,0.001098,21.28,55.58,6.05,,28.69748,62.73295,2.174892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45441,70759,9/9/16
now-cast,Wisconsin,5/10/16,5/12/16,Public Opinion Strategies,B,600,lv,0.001086,43,31,,,42.9696,32.31543,,,http://big.assets.huffingtonpost.com/WIPollSlides.pdf,44149,66062,5/27/16
now-cast,Texas,8/26/16,9/1/16,Ipsos,A-,402,lv,0.0010833,31.95,48.89,,,31.79561,48.45811,,,http://www.reuters.com/statesofthenation,45313,69694,9/4/16
now-cast,New Mexico,8/24/16,8/30/16,Google Consumer Surveys,B,184,lv,0.0010794,36.08,27.95,16.45,,43.87,35.81993,12.55406,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45522,70907,9/9/16
now-cast,Minnesota,9/7/16,9/13/16,Google Consumer Surveys,B,426,lv,0.0010718,34.49,25.54,11.37,,42.35563,32.60307,7.787011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45765,71449,9/14/16
now-cast,Kansas,8/5/16,8/25/16,Ipsos,A-,274,lv,0.0010687,37.35,47.97,,,35.80399,47.38303,,,http://www.reuters.com/statesofthenation,45010,69063,8/26/16
now-cast,Pennsylvania,4/4/16,4/7/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1607,lv,0.001061,44,44,,,43.27098,44.22731,,,http://www.foxnews.com/politics/interactive/2016/04/10/fox-news-poll-2016-pennsylvania-primary/,36712,62686,4/24/16
now-cast,Georgia,8/31/16,9/6/16,Google Consumer Surveys,B,573,lv,0.0010478,31.85,40.74,6.54,,39.31914,47.93297,2.664892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45449,70767,9/9/16
